  5.286032631740023E-01 -1.472731955364680E-02 -2.307532159370576E-02 -2.114452256837712E-02  1.362141971510735E-02
  4.858972558067783E-01 -1.640377613436490E-02 -2.569637452097912E-02 -2.010366977898150E-02  1.295704836126232E-02
  4.444297669803980E-01 -1.814201574100445E-02 -2.841076043696827E-02 -1.898246389649005E-02  1.224119897048395E-02
  4.043006955075666E-01 -1.994876382473302E-02 -3.123232044372439E-02 -1.778645764489661E-02  1.147737016303136E-02
  3.656067158363546E-01 -2.183297838757609E-02 -3.416545806383863E-02 -1.652191422066921E-02  1.066954339624041E-02
  3.284410451529816E-01 -2.385367306207857E-02 -3.720770443637288E-02 -1.519638428510675E-02  9.821434570464806E-03
  2.928932188134525E-01 -2.615092184194388E-02 -4.047181591261449E-02 -1.381723518036215E-02  8.933984202623580E-03
  2.590488746450411E-01 -2.872299246099012E-02 -4.432477924747830E-02 -1.238516904148042E-02  8.006144146965738E-03
  2.269895466372630E-01 -3.106368099785564E-02 -4.909842046352301E-02 -1.089080040563107E-02  7.046402225824613E-03
  1.967924685193552E-01 -3.234676727892318E-02 -5.441994892488399E-02 -9.328787865605334E-03  6.085707581927027E-03
  1.685303876974547E-01 -3.226335098679770E-02 -5.905637592560791E-02 -7.722635307948384E-03  5.169880824414164E-03
  1.422713899997280E-01 -3.151356200918548E-02 -6.164132442548119E-02 -6.132752201707300E-03  4.332238324904108E-03
  1.180787356516451E-01 -3.128779808570342E-02 -6.143497778529099E-02 -4.638064791482427E-03  3.574639506214665E-03
  9.601070687655666E-02 -3.230177844351163E-02 -5.836157881470776E-02 -3.310550217744828E-03  2.875536668466411E-03
  7.612046748871326E-02 -3.424086748788135E-02 -5.261405268702128E-02 -2.201593986161244E-03  2.214842194544797E-03
  5.845593481697931E-02 -3.586232838324573E-02 -4.449194229473943E-02 -1.339239165575746E-03  1.594330841672312E-03
  4.305966426779107E-02 -3.556437223182853E-02 -3.462615447734794E-02 -7.266810774085131E-04  1.041011676160887E-03
  2.996874680545603E-02 -3.216233143733348E-02 -2.419605394571996E-02 -3.398365689540188E-04  5.933481226889016E-04
  1.921471959676957E-02 -2.555915583226813E-02 -1.472517503535110E-02 -1.302222140331176E-04  2.791503544537206E-04
  1.082349003521899E-02 -1.695491561560886E-02 -7.477340299652388E-03 -3.747072131745577E-05  9.833264321874450E-05
  4.815273327803071E-03 -8.447218391845980E-03 -2.909864206179518E-03 -6.665745107101169E-06  2.094987036882549E-05
  1.204543794827595E-03 -2.257062378442545E-03 -6.457460374508954E-04 -3.827692058532202E-07  1.369219880136082E-06
  0.000000000000000E+00 -1.028005475792719E-16  3.918707114885300E-16 -2.932724442965753E-23 -1.331499644535175E-23
                             PREDICTED 2-D GROWTH   1.7153918021465906E-003
                             PREDICTED 2-D FREQCY   0.2529293654579600     
